gene,gene name,ensembl ID,entrez ID,chromosome,genetic category,gene score,ASD risk group,number of reports,hgnc_symbol
PSMD11,"proteasome 26S subunit, non-ATPase 11",ENSG00000108671,5717,17,Rare Single Gene Mutation,1,ASD core,2,PSMD11
PSMD12,"proteasome 26S subunit, non-ATPase 12",ENSG00000197170,5718,17,"Rare Single Gene Mutation, Syndromic",1,ASD core,5,PSMD12
PSMD6,"proteasome 26S subunit, non-ATPase 6",ENSG00000163636,9861,3,Rare Single Gene Mutation,1,ASD core,3,PSMD6
PTBP2,polypyrimidine tract binding protein 2,ENSG00000117569,58155,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,8,PTBP2
PTCHD1,patched domain containing 1,ENSG00000165186,139411,X,"Rare Single Gene Mutation, Genetic Association",1,ASD core,15,PTCHD1
PTDSS1,phosphatidylserine synthase 1,ENSG00000156471,9791,8,"Rare Single Gene Mutation, Syndromic",3,ASD associated,6,PTDSS1
PTEN,phosphatase and tensin homolog (mutated in multiple advanced cancers 1),ENSG00000171862,5728,10,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,95,PTEN
PTGS2,prostaglandin-endoperoxide synthase 2,ENSG00000073756,5743,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,8,PTGS2
PTK7,Protein tyrosine kinase 7 (inactive),ENSG00000112655,5754,6,Rare Single Gene Mutation,1,ASD core,8,PTK7
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",ENSG00000179295,5781,12,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,26,PTPN11
PTPN4,protein tyrosine phosphatase non-receptor type 4,ENSG00000088179,5775,2,"Rare Single Gene Mutation, Syndromic",S,ASD associated,5,PTPN4
PTPRB,"protein tyrosine phosphatase, receptor type B",ENSG00000127329,5787,12,"Rare Single Gene Mutation, Genetic Association",2,ASD core,6,PTPRB
PTPRC,"protein tyrosine phosphatase, receptor type, C",ENSG00000081237,5788,1,"Rare Single Gene Mutation, Genetic Association",2,ASD core,11,PTPRC
PTPRT,"protein tyrosine phosphatase, receptor type, T",ENSG00000196090,11122,20,"Rare Single Gene Mutation, Functional",2,ASD core,11,PTPRT
PXDN,peroxidasin,ENSG00000130508,7837,2,"Rare Single Gene Mutation, Syndromic",2,ASD core,8,PXDN
PYHIN1,"Pyrin and HIN domain family, member 1",ENSG00000163564,149628,1,Rare Single Gene Mutation,2,ASD core,4,PYHIN1
QRICH1,glutamine rich 1,ENSG00000198218,54870,3,"Rare Single Gene Mutation, Syndromic",2,ASD core,13,QRICH1
RAB11FIP5,RAB11 family interacting protein 5,ENSG00000135631,26056,2,"Rare Single Gene Mutation, Functional",2,ASD core,6,RAB11FIP5
RAB2A,"RAB2A, member RAS oncogene family",ENSG00000104388,5862,8,Rare Single Gene Mutation,2,ASD core,8,RAB2A
RAB39B,"RAB39B, member RAS oncogene family",ENSG00000155961,116442,X,"Rare Single Gene Mutation, Syndromic, Functional",2,ASD core,19,RAB39B
RAB43,"RAB43, member RAS oncogene family",ENSG00000172780,339122,3,Rare Single Gene Mutation,2,ASD core,2,RAB43
RAC1,Rac family small GTPase 1,ENSG00000136238,5879,7,"Rare Single Gene Mutation, Syndromic, Functional",S,ASD associated,10,RAC1
RAD21,RAD21cohesin complex component,ENSG00000164754,5885,8,"Rare Single Gene Mutation, Syndromic",S,ASD associated,6,RAD21
RAD21L1,RAD21 cohesin complex component like 1,ENSG00000244588,642636,20,Rare Single Gene Mutation,2,ASD core,3,RAD21L1
RAI1,retinoic acid induced 1,ENSG00000108557,10743,17,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,34,RAI1
RALA,RAS like proto-oncogene A,ENSG00000006451,5898,7,"Rare Single Gene Mutation, Syndromic",S,ASD associated,6,RALA
RALGAPB,Ral GTPase activating protein non-catalytic beta subunit,ENSG00000170471,57148,20,Rare Single Gene Mutation,1,ASD core,6,RALGAPB
RANBP17,RAN binding protein 17,ENSG00000204764,64901,5,Rare Single Gene Mutation,2,ASD core,9,RANBP17
RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4,ENSG00000091428,11069,2,Rare Single Gene Mutation,2,ASD core,18,RAPGEF4
RASSF5,Ras association domain family member 5,ENSG00000266094,83593,1,"Rare Single Gene Mutation, Genetic Association",2,ASD core,4,RASSF5
RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit",ENSG00000117222,5929,1,"Rare Single Gene Mutation, Functional",2,ASD core,5,RBBP5
RBFOX1,"RNA binding protein, fox-1 homolog (C. elegans) 1",ENSG00000078328,54715,16,"Rare Single Gene Mutation, Genetic Association",2,ASD core,42,RBFOX1
RBM27,RNA binding motif protein 27,ENSG00000091009,54439,5,Rare Single Gene Mutation,2,ASD core,4,RBM27
REEP3,receptor accessory protein 3,ENSG00000165476,221035,10,Rare Single Gene Mutation,2,ASD core,3,REEP3
RELN,Reelin,ENSG00000189056,5649,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,64,RELN
RERE,Arginine-glutamic acid dipeptide (RE) repeats,ENSG00000142599,473,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,14,RERE
RFX3,regulatory factor X3,ENSG00000080298,5991,9,"Rare Single Gene Mutation, Syndromic",1,ASD core,10,RFX3
RFX4,regulatory factor X4,ENSG00000111783,5992,12,"Rare Single Gene Mutation, Syndromic",3,ASD associated,2,RFX4
RFX7,regulatory factor X7,ENSG00000181827,64864,15,"Rare Single Gene Mutation, Syndromic",3,ASD associated,4,RFX7
RGS7,regulator of G-protein signaling 7,ENSG00000182901,6000,1,Rare Single Gene Mutation,2,ASD core,6,RGS7
RHEB,"Ras homolog, mTORC1 binding",ENSG00000106615,6009,7,"Rare Single Gene Mutation, Syndromic",S,ASD associated,2,RHEB
RHOXF1,"Rhox homeobox family, member 1",ENSG00000101883,158800,X,Genetic Association,2,ASD core,3,RHOXF1
RIMS1,Regulating synaptic membrane exocytosis 1,ENSG00000079841,22999,6,"Rare Single Gene Mutation, Genetic Association",1,ASD core,10,RIMS1
RIMS2,regulating synaptic membrane exocytosis 2,ENSG00000176406,9699,8,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,ASD associated,6,RIMS2
RIMS3,regulating synaptic membrane exocytosis 3,ENSG00000117016,9783,1,Rare Single Gene Mutation,2,ASD core,4,RIMS3
RIT2,Ras-like without CAAX 2,ENSG00000152214,6014,18,Genetic Association,2,ASD core,3,RIT2
RLIM,"Ring finger protein, LIM domain interacting",ENSG00000131263,51132,X,"Rare Single Gene Mutation, Syndromic",S,ASD associated,6,RLIM
RNF135,Ring finger protein 135,ENSG00000181481,84282,17,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,ASD core,5,RNF135
RNF25,ring finger protein 25,ENSG00000163481,64320,2,Rare Single Gene Mutation,2,ASD core,3,RNF25
RNF38,ring finger protein 38,ENSG00000137075,152006,9,Rare Single Gene Mutation,2,ASD core,2,RNF38
ROBO2,roundabout guidance receptor 2,ENSG00000185008,6092,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,10,ROBO2
RORA,RAR-related orphan receptor A,ENSG00000069667,6095,15,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",S,ASD associated,25,RORA
RORB,RAR related orphan receptor B,ENSG00000198963,6096,9,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,13,RORB
RPH3A,rabphilin 3A,ENSG00000089169,22895,12,"Rare Single Gene Mutation, Functional",3,ASD associated,7,RPH3A
RPL10,ribosomal protein L10,ENSG00000147403,6134,X,"Rare Single Gene Mutation, Syndromic",2,ASD core,14,RPL10
RPS6KA2,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",ENSG00000071242,6196,6,Rare Single Gene Mutation,2,ASD core,5,RPS6KA2
RPS6KA3,"Ribosomal protein S6 kinase, 90kDa, polypeptide 3",ENSG00000177189,6197,X,"Rare Single Gene Mutation, Syndromic",2,ASD core,18,RPS6KA3
RSRC1,arginine and serine rich coiled-coil 1,ENSG00000174891,51319,3,"Syndromic, Genetic Association",S,ASD associated,7,RSRC1
RUNX1T1,RUNX1 partner transcriptional co-repressor 1,ENSG00000079102,862,8,Rare Single Gene Mutation,1,ASD core,3,RUNX1T1
SAE1,SUMO1 activating enzyme subunit 1,ENSG00000142230,10055,19,Rare Single Gene Mutation,2,ASD core,4,SAE1
SAMD11,sterile alpha motif domain containing 11,ENSG00000187634,148398,1,Rare Single Gene Mutation,2,ASD core,4,SAMD11
SASH1,SAM and SH3 domain containing 1,ENSG00000111961,23328,6,Rare Single Gene Mutation,2,ASD core,4,SASH1
SATB1,SATB homeobox 1,ENSG00000182568,6304,3,"Rare Single Gene Mutation, Syndromic",1,ASD core,4,SATB1
SATB2,SATB homeobox 2,ENSG00000119042,23314,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,ASD core,44,SATB2
SBF1,SET binding factor 1,ENSG00000100241,6305,22,Rare Single Gene Mutation,2,ASD core,11,SBF1
SCAF1,SR-related CTD associated factor 1,ENSG00000126461,58506,19,Rare Single Gene Mutation,2,ASD core,4,SCAF1
SCAF4,SR-related CTD associated factor 4,ENSG00000156304,57466,21,"Rare Single Gene Mutation, Syndromic",2,ASD core,6,SCAF4
SCFD2,sec1 family domain containing 2,ENSG00000184178,152579,4,Rare Single Gene Mutation,2,ASD core,3,SCFD2
SCGN,"secretagogin, EF-hand calcium binding protein",ENSG00000079689,10590,6,"Rare Single Gene Mutation, Functional",3,ASD associated,4,SCGN
SCN1A,"sodium channel, voltage-gated, type I, alpha subunit",ENSG00000144285,6323,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,92,SCN1A
SCN2A,"sodium channel, voltage-gated, type II, alpha subunit",ENSG00000136531,6326,2,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,111,SCN2A
SCN4A,"Sodium channel, voltage gated, type IV alpha subunit",ENSG00000007314,6329,17,Rare Single Gene Mutation,2,ASD core,5,SCN4A
SCN8A,"sodium channel, voltage gated, type VIII, alpha subunit",ENSG00000196876,6334,12,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,59,SCN8A
SCN9A,sodium voltage-gated channel alpha subunit 9,ENSG00000169432,6335,2,Rare Single Gene Mutation,2,ASD core,8,SCN9A
SCP2,sterol carrier protein 2,ENSG00000116171,6342,1,Rare Single Gene Mutation,2,ASD core,3,SCP2
SDC2,"syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan )",ENSG00000169439,6383,8,"Rare Single Gene Mutation, Genetic Association",2,ASD core,4,SDC2
SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",ENSG00000112902,9037,5,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,19,SEMA5A
SENP1,SUMO specific peptidase 1,ENSG00000079387,29843,12,Rare Single Gene Mutation,3,ASD associated,3,SENP1
SET,SETnuclear proto-oncogene,ENSG00000119335,6418,9,Rare Single Gene Mutation,2,ASD core,6,SET
SETBP1,SET binding protein 1,ENSG00000152217,26040,18,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,29,SETBP1
SETD1A,"SET domain containing 1A, histone lysine methyltransferase",ENSG00000099381,9739,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,10,SETD1A
SETD1B,SET domain containing 1B,ENSG00000139718,23067,12,"Rare Single Gene Mutation, Syndromic, Functional",2,ASD core,19,SETD1B
SETD2,SET domain containing 2,ENSG00000181555,29072,3,"Rare Single Gene Mutation, Syndromic",1,ASD core,24,SETD2
SETD5,SET domain containing 5,ENSG00000168137,55209,3,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,36,SETD5
SETDB1,"SET domain, bifurcated 1",ENSG00000143379,9869,1,Rare Single Gene Mutation,2,ASD core,5,SETDB1
SETDB2,"SET domain, bifurcated 2",ENSG00000136169,83852,13,"Rare Single Gene Mutation, Syndromic",2,ASD core,3,SETDB2
SEZ6L2,SEZ6L2 seizure related 6 homolog (mouse)-like 2,ENSG00000174938,26470,16,"Rare Single Gene Mutation, Genetic Association",2,ASD core,7,SEZ6L2
SF3B1,splicing factor 3b subunit 1,ENSG00000115524,23451,2,Rare Single Gene Mutation,2,ASD core,6,SF3B1
SGSH,N-sulfoglucosamine sulfohydrolase,ENSG00000181523,6448,17,"Rare Single Gene Mutation, Syndromic",S,ASD associated,8,SGSH
SGSM3,Small G protein signaling modulator 3,ENSG00000100359,27352,22,Rare Single Gene Mutation,2,ASD core,7,SGSM3
SH3RF1,SH3 domain containing ring finger 1,ENSG00000154447,57630,4,"Rare Single Gene Mutation, Functional",3,ASD associated,5,SH3RF1
SH3RF3,SH3 domain containing ring finger 3,ENSG00000172985,344558,2,Rare Single Gene Mutation,2,ASD core,3,SH3RF3
SHANK1,SH3 and multiple ankyrin repeat domains 1,ENSG00000161681,50944,19,"Rare Single Gene Mutation, Genetic Association",2,ASD core,15,SHANK1
SHANK2,SH3 and multiple ankyrin repeat domains 2,ENSG00000162105,22941,11,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,51,SHANK2
SHANK3,SH3 and multiple ankyrin repeat domains 3,ENSG00000251322,85358,22,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,ASD core,142,SHANK3
SHOX,short stature homeobox,ENSG00000185960,6473,"X,Y",Rare Single Gene Mutation,2,ASD core,3,SHOX
SIK1,Salt-inducible kinase 1,ENSG00000142178,150094,21,"Rare Single Gene Mutation, Syndromic, Functional",S,ASD associated,8,SIK1
SIN3A,SIN3 transcription regulator family member A,ENSG00000169375,25942,15,"Rare Single Gene Mutation, Syndromic",1,ASD core,17,SIN3A
SIN3B,SIN3 transcription regulator family member B,ENSG00000127511,23309,19,"Rare Single Gene Mutation, Syndromic",2,ASD core,6,SIN3B
SKI,SKIproto-oncogene,ENSG00000157933,6497,1,Rare Single Gene Mutation,1,ASD core,6,SKI
SLC12A5,"Solute carrier family 12 (potassium/chloride transporter), member 5",ENSG00000124140,57468,20,"Rare Single Gene Mutation, Functional",2,ASD core,9,SLC12A5
SLC1A1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",ENSG00000106688,6505,9,"Rare Single Gene Mutation, Genetic Association",2,ASD core,14,SLC1A1
SLC1A2,"Solute carrier family 1 (glial high affinity glutamate transporter), member 2",ENSG00000110436,6506,11,"Rare Single Gene Mutation, Genetic Association, Functional",3,ASD associated,10,SLC1A2
SLC22A15,"Solute carrier family 22, member 15",ENSG00000163393,55356,1,Genetic Association,2,ASD core,1,SLC22A15
SLC22A9,solute carrier family 22 member 9,ENSG00000149742,114571,11,Rare Single Gene Mutation,2,ASD core,6,SLC22A9
SLC23A1,solute carrier family 23 member 1,ENSG00000170482,9963,5,Rare Single Gene Mutation,3,ASD associated,5,SLC23A1
SLC24A2,solute carrier family 24 member 2,ENSG00000155886,25769,9,Rare Single Gene Mutation,2,ASD core,4,SLC24A2
SLC25A12,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",ENSG00000115840,8604,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,ASD core,25,SLC25A12
SLC25A27,solute carrier family 25 member 27,ENSG00000153291,9481,6,Genetic Association,2,ASD core,1,SLC25A27
SLC25A39,solute carrier family 25 member 39,ENSG00000013306,51629,17,Rare Single Gene Mutation,2,ASD core,3,SLC25A39
SLC27A4,"Solute carrier family 27 (fatty acid transporter), member 4",ENSG00000167114,10999,9,"Rare Single Gene Mutation, Syndromic",2,ASD core,3,SLC27A4
SLC29A4,solute carrier family 29 member 4,ENSG00000164638,222962,7,Rare Single Gene Mutation,2,ASD core,2,SLC29A4
SLC35G1,solute carrier family 35 member G1,ENSG00000176273,159371,10,Rare Single Gene Mutation,2,ASD core,4,SLC35G1
SLC38A10,"solute carrier family 38, member 10",ENSG00000157637,124565,17,Rare Single Gene Mutation,2,ASD core,3,SLC38A10
SLC45A1,solute carrier family 45 member 1,ENSG00000162426,50651,1,"Rare Single Gene Mutation, Syndromic",S,ASD associated,5,SLC45A1
SLC4A10,"solute carrier family 4, sodium bicarbonate transporter-like, member 10",ENSG00000144290,57282,2,"Rare Single Gene Mutation, Genetic Association",2,ASD core,8,SLC4A10
SLC6A1,"Solute carrier family 6 (neurotransmitter transporter), member 1",ENSG00000157103,6529,3,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,ASD core,53,SLC6A1
SLC6A3,"Solute carrier family 6 (neurotransmitter transporter), member 3",ENSG00000142319,6531,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,ASD core,16,SLC6A3
SLC6A4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",ENSG00000108576,6532,17,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,31,SLC6A4
SLC6A8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",ENSG00000130821,6535,X,"Rare Single Gene Mutation, Syndromic",2,ASD core,24,SLC6A8
SLC7A3,"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",ENSG00000165349,84889,X,Rare Single Gene Mutation,2,ASD core,2,SLC7A3
SLC7A5,solute carrier family 7 member 5,ENSG00000103257,8140,16,"Rare Single Gene Mutation, Functional",2,ASD core,6,SLC7A5
SLC7A7,solute carrier family 7 member 7,ENSG00000155465,9056,14,Rare Single Gene Mutation,2,ASD core,5,SLC7A7
SLC9A6,"solute carrier family 9 (sodium/hydrogen exchanger), member 6",ENSG00000198689,10479,X,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,21,SLC9A6
SLC9A9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",ENSG00000181804,285195,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,17,SLC9A9
SLCO1B3,"Solute carrier organic anion transporter family, member 1B3",ENSG00000111700,28234,12,Rare Single Gene Mutation,2,ASD core,6,SLCO1B3
SLFN5,schlafen family member 5,ENSG00000166750,162394,17,Rare Single Gene Mutation,3,ASD associated,4,SLFN5
SLITRK2,SLIT and NTRK like family member 2,ENSG00000185985,84631,X,"Rare Single Gene Mutation, Syndromic, Functional",S,ASD associated,7,SLITRK2
SLITRK5,SLIT and NTRK like family member 5,ENSG00000165300,26050,13,"Rare Single Gene Mutation, Functional",2,ASD core,10,SLITRK5
SMAD4,SMAD family member 4,ENSG00000141646,4089,18,Rare Single Gene Mutation,2,ASD core,8,SMAD4
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",ENSG00000080503,6595,9,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,ASD core,27,SMARCA2
SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",ENSG00000127616,6597,19,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,22,SMARCA4
SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",ENSG00000139613,6601,12,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,17,SMARCC2
SMC1A,structural maintenance of chromosomes 1A,ENSG00000072501,8243,X,"Rare Single Gene Mutation, Syndromic",S,ASD associated,16,SMC1A
SMC3,structural maintenance of chromosomes 3,ENSG00000108055,9126,10,"Rare Single Gene Mutation, Syndromic",2,ASD core,13,SMC3
SMG6,"SMG6, nonsense mediated mRNA decay factor",ENSG00000070366,23293,17,Rare Single Gene Mutation,2,ASD core,4,SMG6
SMURF1,SMAD specific E3 ubiquitin protein ligase 1,ENSG00000198742,57154,7,Rare Single Gene Mutation,2,ASD core,2,SMURF1
SNAP25,"Synaptosomal-associated protein, 25kDa",ENSG00000132639,6616,20,"Rare Single Gene Mutation, Genetic Association",2,ASD core,10,SNAP25
SNCAIP,synuclein alpha interacting protein,ENSG00000064692,9627,5,Rare Single Gene Mutation,3,ASD associated,3,SNCAIP
SND1,staphylococcal nuclease and tudor domain containing 1,ENSG00000197157,27044,7,"Rare Single Gene Mutation, Genetic Association",2,ASD core,10,SND1
SNTG2,syntrophin gamma 2,ENSG00000172554,54221,2,Rare Single Gene Mutation,2,ASD core,7,SNTG2
SNX14,Sorting nexin 14,ENSG00000135317,57231,6,"Rare Single Gene Mutation, Syndromic",S,ASD associated,9,SNX14
SNX5,sorting nexin 5,ENSG00000089006,27131,20,Rare Single Gene Mutation,2,ASD core,5,SNX5
SOD1,superoxide dismutase 1,ENSG00000142168,6647,21,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,3,SOD1
SON,SONDNA binding protein,ENSG00000159140,6651,21,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,24,SON
SORCS3,sortilin related VPS10 domain containing receptor 3,ENSG00000156395,22986,10,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,ASD core,6,SORCS3
SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,ENSG00000100485,6655,14,"Rare Single Gene Mutation, Syndromic",1,ASD core,6,SOS2
SOX5,SRY-box 5,ENSG00000134532,6660,12,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,ASD core,21,SOX5
SOX6,SRY-box transcription factor 6,ENSG00000110693,55553,11,"Rare Single Gene Mutation, Syndromic",S,ASD associated,3,SOX6
SPARCL1,SPARC like 1,ENSG00000152583,8404,4,"Rare Single Gene Mutation, Functional",2,ASD core,5,SPARCL1
SPAST,Spastin,ENSG00000021574,6683,2,"Rare Single Gene Mutation, Syndromic",1,ASD core,16,SPAST
SPEN,spenfamily transcriptional repressor,ENSG00000065526,23013,1,"Rare Single Gene Mutation, Syndromic",2,ASD core,15,SPEN
SPP2,secreted phosphoprotein 2,ENSG00000072080,6694,2,Rare Single Gene Mutation,2,ASD core,4,SPP2
SPRY2,sprouty RTK signaling antagonist 2,ENSG00000136158,10253,13,"Rare Single Gene Mutation, Functional",2,ASD core,3,SPRY2
SPTBN1,"spectrin beta, non-erythrocytic 1",ENSG00000115306,6711,2,"Rare Single Gene Mutation, Syndromic",2,ASD core,10,SPTBN1
SRCAP,Snf2 related CREBBP activator protein,ENSG00000080603,10847,16,"Rare Single Gene Mutation, Syndromic",1,ASD core,14,SRCAP
SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,ENSG00000196220,9901,3,Rare Single Gene Mutation,2,ASD core,6,SRGAP3
SRPRA,SRP receptor subunit alpha,ENSG00000182934,6734,11,Rare Single Gene Mutation,1,ASD core,3,SRPRA
SRRM2,serine/arginine repetitive matrix 2,ENSG00000167978,23524,16,"Rare Single Gene Mutation, Syndromic",2,ASD core,13,SRRM2
SRSF1,serine and arginine rich splicing factor 1,ENSG00000136450,6426,17,"Rare Single Gene Mutation, Syndromic",3,ASD associated,4,SRSF1
SRSF11,serine and arginine rich splicing factor 11,ENSG00000116754,9295,1,Rare Single Gene Mutation,2,ASD core,6,SRSF11
SSRP1,structure specific recognition protein 1,ENSG00000149136,6749,11,Rare Single Gene Mutation,2,ASD core,3,SSRP1
ST7,suppression of tumorigenicity 7,ENSG00000004866,7982,7,Rare Single Gene Mutation,2,ASD core,4,ST7
ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",ENSG00000140557,8128,15,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,12,ST8SIA2
STAG1,stromal antigen 1,ENSG00000118007,10274,3,"Rare Single Gene Mutation, Syndromic",S,ASD associated,9,STAG1
STX1A,Syntaxin 1A (brain),ENSG00000106089,6804,7,"Rare Single Gene Mutation, Genetic Association",2,ASD core,7,STX1A
STXBP1,Syntaxin binding protein 1,ENSG00000136854,6812,9,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,69,STXBP1
STXBP5,Syntaxin binding protein 5 (tomosyn),ENSG00000164506,134957,6,Rare Single Gene Mutation,2,ASD core,7,STXBP5
STYK1,Serine/threonine/tyrosine kinase 1,ENSG00000060140,55359,12,"Rare Single Gene Mutation, Genetic Association",2,ASD core,4,STYK1
SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit",ENSG00000092201,11198,14,"Rare Single Gene Mutation, Syndromic",2,ASD core,8,SUPT16H
SYAP1,Synapse associated protein 1,ENSG00000169895,94056,X,Rare Single Gene Mutation,2,ASD core,2,SYAP1
SYBU,syntabulin,ENSG00000147642,55638,8,Rare Single Gene Mutation,3,ASD associated,1,SYBU
SYCE1,synaptonemal complex central element protein 1,ENSG00000171772,93426,10,Rare Single Gene Mutation,3,ASD associated,3,SYCE1
SYN1,Synapsin 1,ENSG00000008056,6853,X,"Rare Single Gene Mutation, Functional",1,ASD core,27,SYN1
SYN2,Synapsin II,ENSG00000157152,6854,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,ASD core,7,SYN2
SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,ENSG00000135316,10492,6,"Rare Single Gene Mutation, Syndromic",2,ASD core,9,SYNCRIP
SYNE1,"spectrin repeat containing, nuclear envelope 1",ENSG00000131018,23345,6,"Rare Single Gene Mutation, Genetic Association",2,ASD core,23,SYNE1
SYNGAP1,synaptic Ras GTPase activating protein 1,ENSG00000197283,8831,6,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,94,SYNGAP1
SLC35B1,solute carrier family 35 member B1,ENSG00000121073,10237,17,Genetic Association,2,ASD core,1,SLC35B1
STK39,"serine threonine kinase 39 (STE20/SPS1 homolog, yeast)",ENSG00000198648,27347,2,Genetic Association,2,ASD core,5,STK39
SYNJ1,synaptojanin 1,ENSG00000159082,8867,21,Rare Single Gene Mutation,2,ASD core,2,SYNJ1
SYP,synaptophysin,ENSG00000102003,6855,X,Rare Single Gene Mutation,3,ASD associated,4,SYP
SYT1,synaptotagmin 1,ENSG00000067715,6857,12,"Rare Single Gene Mutation, Syndromic",S,ASD associated,8,SYT1
SYT17,synaptotagmin XVII,ENSG00000103528,51760,16,Genetic Association,2,ASD core,2,SYT17
TAF1,TATA-box binding protein associated factor 1,ENSG00000147133,6872,X,"Rare Single Gene Mutation, Syndromic",S,ASD associated,17,TAF1
TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C",ENSG00000103168,9013,16,"Rare Single Gene Mutation, Genetic Association",2,ASD core,3,TAF1C
TAF4,TATA-box binding protein associated factor 4,ENSG00000130699,6874,20,"Rare Single Gene Mutation, Syndromic",2,ASD core,5,TAF4
TAF6,TATA-box binding protein associated factor 6,ENSG00000106290,6878,7,Rare Single Gene Mutation,2,ASD core,7,TAF6
TANC2,"etratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",ENSG00000170921,26115,17,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,16,TANC2
TAOK1,TAO kinase 1,ENSG00000160551,57551,17,"Rare Single Gene Mutation, Syndromic, Functional",1,ASD core,11,TAOK1
TAOK2,TAO kinase 2,ENSG00000149930,9344,16,"Rare Single Gene Mutation, Functional",2,ASD core,8,TAOK2
TBC1D23,TBC1 domain family member 23,ENSG00000036054,55773,3,"Rare Single Gene Mutation, Syndromic",S,ASD associated,5,TBC1D23
TBC1D31,"TBC1 domain family, member 31",ENSG00000156787,93594,8,Rare Single Gene Mutation,2,ASD core,7,TBC1D31
TBC1D5,"TBC1 domain family, member 5",ENSG00000131374,9779,3,"Rare Single Gene Mutation, Genetic Association",2,ASD core,10,TBC1D5
TBCEL,tubulin folding cofactor E like,ENSG00000154114,219899,11,Rare Single Gene Mutation,1,ASD core,3,TBCEL
TBCK,TBC1 domain containing kinase,ENSG00000145348,93627,4,"Rare Single Gene Mutation, Syndromic",1,ASD core,3,TBCK
